1746201486186.000000,-0.298576,0.078589,0.835378,0.025305,-0.122941,-0.212708,1.000000,0.000000,1.000000,1.000000
1746201486287.000000,-0.297258,0.080294,0.836136,0.035162,-0.121278,-0.217599,1.000000,0.000000,1.000000,1.000000
1746201486388.000000,-0.296267,0.081367,0.836805,0.026533,-0.123350,-0.213621,1.000000,0.000000,1.000000,1.000000
1746201486488.000000,-0.296127,0.081958,0.837514,0.023949,-0.120868,-0.215860,1.000000,0.000000,1.000000,1.000000
1746201486588.000000,-0.296107,0.082853,0.838624,0.013082,-0.109886,-0.215027,1.000000,0.000000,1.000000,1.000000
1746201486689.000000,-0.296815,0.083354,0.838928,0.035825,-0.115643,-0.219815,1.000000,0.000000,1.000000,1.000000
1746201486789.000000,-0.297586,0.083877,0.839389,0.034788,-0.120218,-0.219624,1.000000,0.000000,1.000000,1.000000
1746201486889.000000,-0.298266,0.084780,0.839860,0.013125,-0.106678,-0.216296,1.000000,0.000000,1.000000,1.000000
1746201486989.000000,-0.298992,0.085459,0.839948,0.033676,-0.109232,-0.219559,1.000000,0.000000,1.000000,1.000000
1746201487090.000000,-0.299983,0.086172,0.839592,0.030332,-0.110217,-0.215201,1.000000,0.000000,1.000000,1.000000
1746201487190.000000,-0.300703,0.087102,0.839449,0.022362,-0.117238,-0.212343,1.000000,0.000000,1.000000,1.000000
1746201487290.000000,-0.300849,0.088005,0.839389,0.013952,-0.105536,-0.215468,1.000000,0.000000,1.000000,1.000000
1746201487391.000000,-0.300760,0.088829,0.839511,0.027020,-0.102508,-0.217435,1.000000,0.000000,1.000000,1.000000
1746201487491.000000,-0.300373,0.089532,0.839926,0.030657,-0.106075,-0.214381,1.000000,0.000000,1.000000,1.000000
1746201487591.000000,-0.299777,0.090006,0.840516,0.029410,-0.106093,-0.215477,1.000000,0.000000,1.000000,1.000000
1746201487691.000000,-0.299139,0.090078,0.840439,0.023879,-0.103533,-0.219176,1.000000,0.000000,1.000000,1.000000
1746201487792.000000,-0.298410,0.090117,0.840630,0.027306,-0.102148,-0.213747,1.000000,0.000000,1.000000,1.000000
1746201487892.000000,-0.297711,0.090328,0.840974,0.019763,-0.094484,-0.190852,1.000000,0.000000,1.000000,1.000000
1746201487992.000000,-0.294420,0.090077,0.845528,0.014249,-0.088622,-0.163149,1.000000,0.000000,1.000000,1.000000
1746201488093.000000,-0.289899,0.091227,0.850732,0.019845,-0.087070,-0.145507,1.000000,0.000000,1.000000,1.000000
1746201488193.000000,-0.284189,0.092773,0.856750,0.025152,-0.081465,-0.126300,1.000000,0.000000,1.000000,1.000000
1746201488293.000000,-0.276054,0.095722,0.864509,0.025182,-0.086664,-0.099525,1.000000,0.000000,1.000000,1.000000
1746201488393.000000,-0.266298,0.099313,0.872558,0.022011,-0.092009,-0.080494,1.000000,0.000000,1.000000,1.000000
1746201488494.000000,-0.254640,0.103861,0.881433,0.026524,-0.087643,-0.056524,1.000000,0.000000,1.000000,1.000000
1746201488594.000000,-0.240687,0.108968,0.890851,0.036240,-0.096691,-0.034821,1.000000,0.000000,1.000000,1.000000
1746201488694.000000,-0.226641,0.114645,0.900044,0.031413,-0.099233,-0.017371,1.000000,0.000000,1.000000,1.000000
1746201488794.000000,-0.211439,0.120715,0.909498,0.047003,-0.093234,0.000105,1.000000,0.000000,1.000000,1.000000
1746201488895.000000,-0.194396,0.127333,0.919551,0.024966,-0.085970,0.028855,1.000000,0.000000,1.000000,1.000000
1746201488995.000000,-0.177055,0.134620,0.928898,0.032795,-0.086106,0.043878,1.000000,0.000000,1.000000,1.000000
1746201489095.000000,-0.159102,0.142075,0.938615,0.051240,-0.092678,0.056604,1.000000,0.000000,1.000000,1.000000
1746201489196.000000,-0.140789,0.149392,0.948664,0.043151,-0.098238,0.075069,1.000000,0.000000,1.000000,1.000000
