1746113734.802530,-0.051017,-0.383858,0.845907,0.111506,-0.023318,-0.062308
1746113734.902640,-0.050092,-0.385626,0.843732,0.102362,-0.022399,-0.061347
1746113735.003494,-0.049236,-0.387112,0.842296,0.093482,-0.015197,-0.064297
1746113735.103763,-0.048204,-0.388299,0.841569,0.092903,-0.020426,-0.059335
1746113735.203940,-0.047067,-0.388630,0.840652,0.092079,-0.019440,-0.060581
1746113735.304352,-0.046390,-0.388147,0.840380,0.092411,-0.024205,-0.059577
1746113735.404200,-0.045609,-0.387393,0.840572,0.093622,-0.022233,-0.055008
1746113735.504596,-0.044816,-0.385106,0.841562,0.089789,-0.020581,-0.058076
1746113735.605202,-0.044384,-0.383030,0.842454,0.095775,-0.012370,-0.064888
1746113735.705272,-0.044015,-0.380730,0.843386,0.098599,-0.020842,-0.058009
1746113735.805577,-0.043802,-0.378194,0.844285,0.099161,-0.020961,-0.061865
1746113735.905960,-0.043579,-0.375690,0.845236,0.097500,-0.018101,-0.059281
1746113736.006276,-0.043438,-0.373019,0.846072,0.095039,-0.023682,-0.054521
1746113736.106879,-0.043811,-0.370598,0.845810,0.096824,-0.023219,-0.052432
1746113736.206995,-0.044058,-0.367839,0.844923,0.098371,-0.023487,-0.054003
1746113736.307509,-0.044712,-0.365127,0.843827,0.101898,-0.023617,-0.051817
1746113736.407554,-0.046811,-0.363119,0.840245,0.108733,-0.026252,-0.031022
1746113736.507709,-0.049991,-0.361874,0.834947,0.127242,-0.036019,-0.007905
1746113736.608069,-0.052926,-0.362073,0.831146,0.123182,-0.038157,0.010223
1746113736.708114,-0.062260,-0.365389,0.820758,0.118083,-0.034436,0.039736
1746113736.808514,-0.070836,-0.370739,0.813608,0.126962,-0.027299,0.058600
1746113736.908574,-0.080062,-0.377872,0.806957,0.113571,-0.028880,0.072146
1746113737.008919,-0.088672,-0.385633,0.800259,0.122165,-0.026005,0.085429
1746113737.109172,-0.100507,-0.396955,0.793072,0.110421,-0.026025,0.101803
1746113737.209451,-0.113547,-0.410909,0.785962,0.109956,-0.017263,0.112956
1746113737.309327,-0.128163,-0.427097,0.779626,0.105253,-0.020081,0.135993
1746113737.409900,-0.143195,-0.444115,0.774158,0.124850,-0.016123,0.144637
1746113737.510180,-0.158680,-0.462105,0.769421,0.086826,-0.009283,0.156373
1746113737.610453,-0.174217,-0.480598,0.764264,0.093678,-0.009054,0.167652
1746113737.710838,-0.188166,-0.497045,0.760167,0.087517,-0.009343,0.176604
1746113737.811146,-0.204677,-0.512615,0.753368,0.062760,-0.015320,0.156238
1746113737.911415,-0.219656,-0.524738,0.747400,0.044974,-0.017758,0.135513
1746113738.011724,-0.235744,-0.534202,0.740649,0.065486,-0.019669,0.108189
1746113738.112099,-0.252156,-0.540808,0.733003,0.078950,-0.026536,0.082662
1746113738.212303,-0.268959,-0.547231,0.724829,0.107250,-0.014834,0.062574
1746113738.312256,-0.286193,-0.552623,0.715034,0.104502,-0.023847,0.024969
1746113738.412745,-0.302498,-0.558652,0.705837,0.093109,-0.031310,-0.004826
1746113738.513044,-0.318613,-0.565360,0.696411,0.098943,-0.034463,-0.034293
1746113738.613323,-0.334507,-0.572970,0.687500,0.086311,-0.035537,-0.053618
1746113738.713625,-0.349137,-0.581278,0.678430,0.096994,-0.039969,-0.092779
1746113738.813914,-0.364088,-0.589882,0.669477,0.093373,-0.042346,-0.120749
1746113738.914224,-0.379036,-0.599162,0.660740,0.088987,-0.051848,-0.143710
1746113739.014514,-0.394330,-0.608798,0.652940,0.091652,-0.064908,-0.173041
1746113739.114758,-0.410295,-0.617850,0.645001,0.095537,-0.055972,-0.199747
1746113739.215089,-0.426373,-0.626956,0.638273,0.089604,-0.056512,-0.220927
1746113739.314891,-0.443300,-0.635727,0.631235,0.083555,-0.057304,-0.229674
1746113739.415436,-0.461028,-0.645000,0.623917,0.096387,-0.056103,-0.225098
1746113739.515523,-0.479073,-0.653789,0.615854,0.099370,-0.060895,-0.222429
1746113739.615940,-0.497635,-0.662624,0.608378,0.091786,-0.057248,-0.201587
1746113739.716169,-0.517422,-0.671490,0.601479,0.092360,-0.050117,-0.195898
1746113739.816449,-0.536396,-0.678987,0.594428,0.090581,-0.054290,-0.183327
1746113739.916777,-0.556492,-0.686375,0.587030,0.083652,-0.054307,-0.150546
1746113740.017111,-0.575797,-0.693676,0.580248,0.080545,-0.048640,-0.135745
1746113740.117375,-0.595592,-0.699694,0.574207,0.089705,-0.044862,-0.092797
1746113740.217606,-0.615356,-0.704922,0.568275,0.103782,-0.029573,-0.061694
1746113740.317989,-0.635802,-0.708576,0.562056,0.095590,-0.028267,-0.027676
1746113740.418235,-0.657236,-0.712287,0.555582,0.104905,-0.027675,-0.001184
1746113740.518454,-0.678826,-0.715613,0.548527,0.112106,-0.016940,0.025383
1746113740.618744,-0.700909,-0.719581,0.541585,0.112423,-0.009538,0.046692
1746113740.719047,-0.723120,-0.723791,0.533308,0.105339,-0.007206,0.075427
1746113740.819303,-0.743926,-0.728580,0.525963,0.102394,-0.001640,0.096171
1746113740.919763,-0.767277,-0.734313,0.516400,0.103698,0.003432,0.117457
1746113741.020157,-0.788372,-0.739893,0.508178,0.109257,0.012910,0.134302
1746113741.120470,-0.808946,-0.746091,0.500183,0.100327,0.007492,0.159638
1746113741.220588,-0.828750,-0.753086,0.492419,0.115969,0.018942,0.172021
1746113741.320878,-0.848623,-0.761209,0.483764,0.104060,0.006026,0.187379
1746113741.421176,-0.867539,-0.770718,0.474628,0.096175,0.001085,0.212625
1746113741.521442,-0.886973,-0.780660,0.464915,0.091913,-0.007946,0.231612
1746113741.621586,-0.906594,-0.789786,0.453508,0.112377,0.009574,0.250655
1746113741.721838,-0.926063,-0.797857,0.441914,0.082642,0.015461,0.257005
1746113741.822072,-0.947367,-0.804431,0.428611,0.066694,0.012415,0.271714
1746113741.922334,-0.968906,-0.809684,0.414742,0.067401,0.016735,0.249139
1746113742.022668,-0.990117,-0.812455,0.400543,0.066679,0.009967,0.225329
1746113742.123047,-1.005618,-0.814862,0.390855,0.097736,0.009775,0.215863
